219,,217,,198,,181,,NPSH,,W219,,W217,,W198,,W181,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1.2952384868770257,16.041922819467768,0.6112959245999705,15.450845045247636,0.6112959245999705,12.501861041669486,1.0998263262264385,9.943352947042982,3.9613128762866574,1.2908861385264618,0.36851111894318,0.5819095651771562,0.36851111894318,0.5504820761373752,0.36851111894318,0.40277287765040626,0.25600108705344793,0.2848235871521281
2.4367102345632543,16.06641201881854,1.8104160013194828,15.477379496412317,1.8104160013194828,12.521075644237012,3.015457658664771,9.941743994815104,5.159054654067413,1.2739830328925335,0.9810657370094984,0.6035596131823384,0.9810657370094984,0.5711843109810415,0.9810657370094984,0.42357488230054763,0.9810657370094984,0.30285341646519814
3.5928117696778687,16.098651646095707,3.015457658664771,15.470974628889808,3.015457658664771,12.521990625311656,4.2145777353842835,9.92527433547151,6.3804555286932185,1.2559124454880957,1.606121469730232,0.6226156462191588,1.606121469730232,0.5940315966639291,1.606121469730232,0.44138379275642237,1.606121469730232,0.31836762137213803
4.791931846397381,16.10322655146893,4.2145777353842835,15.459994855994077,4.2145777353842835,12.521990625311656,5.384583374027068,9.90560224236666,7.578197306473973,1.2433747064743415,2.2686805464142092,0.6401418755566874,2.2686805464142092,0.6161804937014885,2.2686805464142092,0.463083725664843,2.2686805464142092,0.3341312507952665
5.994012713429781,16.10322655146893,5.384583374027068,15.465789736133491,5.384583374027068,12.512332491745969,6.636504211326411,9.855735773798553,8.775939084254725,1.2232737159907527,2.8124790338812473,0.6716026211986259,2.8124790338812473,0.6390444076854562,2.8124790338812473,0.47680207405522257,2.8124790338812473,0.346203397378801
7.196093580462183,16.097736665021063,6.636504211326411,15.438035310202618,6.636504211326411,12.481731458027312,7.835624288045921,9.789857136424173,9.973680862035481,1.2086548138208695,3.4625369959108103,0.6901847476546861,3.4625369959108103,0.6613762160348875,3.4625369959108103,0.48672916979953484,3.4625369959108103,0.3637129984152496
8.395213657181694,16.062967384184585,7.835624288045921,15.397776142918275,7.835624288045921,12.439642328593681,9.034744364765434,9.702018953258335,11.165064257539127,1.2008428379738385,4.1000938432859595,0.7165988039190738,4.1000938432859595,0.6828516668787383,4.1000938432859595,0.5228957246469017,4.1000938432859595,0.3774812317088685
9.612098475778533,16.039177876243837,9.034744364765434,15.342877278439625,9.034744364765434,12.378338596592522,10.233864441484947,9.598626091823544,12.375079191808252,1.1839854164091914,4.643892330752996,0.7290367731263512,4.672019838725429,0.7069685233490262,4.672019838725429,0.5318949611909902,4.672019838725429,0.39312014887390223
10.82350583229653,15.921557059098328,10.233864441484947,15.273338716766668,10.233864441484947,12.3033101484717,11.385611873198258,9.499808135761972,13.590565292222797,1.174391761860206,5.375207538036255,0.77092346354498,5.375207538036255,0.723782229985309,5.375207538036255,0.5540737891704932,5.375207538036255,0.40995630371664227
12.016260209843331,15.878141207106463,11.385611873198258,15.196480306496557,11.385611873198258,12.22187683282837,12.593614320856432,9.36530591778928,14.78830707000355,1.1739349211673975,5.994012713429781,0.7906778852271277,5.994012713429781,0.7460246612164392,5.994012713429781,0.5727619210459345,5.994012713429781,0.42089980436442254
13.215380286562846,15.795792910388487,12.593614320856432,15.105897180106785,12.593614320856432,12.121228914617511,13.792734397575943,9.217078983696926,15.991963621995565,1.1721075583961618,6.612817888823306,0.804820255295029,6.612817888823306,0.77092346354498,6.612817888823306,0.5868481705976931,6.612817888823306,0.43420036669018636
14.414500363282356,15.690570086804408,13.792734397575943,14.97322492428338,13.792734397575943,11.984243176585071,14.991854474295456,9.056042314559553,17.189705399776322,1.1565749748406615,7.344133096106566,0.8340029236891109,7.344133096106566,0.7879841004522898,7.344133096106566,0.6119901618295174,7.344133096106566,0.45170996772663585
15.637306762504972,15.554237906682427,14.991854474295456,14.856107346728928,14.991854474295456,11.855884402970702,16.196896131640745,8.865726251033564,18.38744717755708,1.1565749748406615,7.956687714172883,0.8543858951520544,7.956687714172883,0.8038474996818934,7.956687714172883,0.6271551724137927,7.956687714172883,0.46472992747168806
16.836426839224483,15.419735688709734,16.196896131640745,14.706050450487284,16.196896131640745,11.697897670748809,17.396016208360255,8.669920301059713,19.58518895533783,1.1686304931231168,8.581743446893617,0.8768789980219553,8.581743446893617,0.8315336209788429,8.581743446893617,0.6416217943527389,8.581743446893617,0.476851958958461
18.035546915943993,15.266018868169514,17.396016208360255,14.54958868672313,17.396016208360255,11.519171367501649,18.612901026957093,8.444834956697248,20.806589829963638,1.1739349211673975,9.244302523577595,0.89888821733045,9.244302523577595,0.8543310217584938,9.244302523577595,0.6573355388726299,9.244302523577595,0.48448434915383576
19.234666992663506,15.10498219903214,18.612901026957093,14.373912320391451,18.612901026957093,11.313300625706711,19.804619127894387,8.20287329473579,22.00433160774439,1.174391761860206,9.775599896390219,0.9212765619035492,9.775599896390219,0.8675006362132587,9.775599896390219,0.6748950248123178,9.775599896390219,0.5042387708359843
20.43169709975039,14.89823235777333,19.804619127894387,14.175463091757518,19.804619127894387,11.127218165089594,21.01706276102189,8.012384401451255,23.202073385525146,1.1890106640300893,10.438158973074195,0.9424277608763552,10.438158973074195,0.889449993637867,10.438158973074195,0.6928037050746685,10.438158973074195,0.5212994077432933
21.59441687203499,14.714285280159082,21.01706276102189,13.964000798950865,21.01706276102189,10.872279747728223,22.216182837741403,7.644222759214946,24.370734190100524,1.2096192552834655,11.062589650062208,0.9615536327777061,11.062589650062208,0.9111798574882304,11.062589650062208,0.709190895788268,11.062589650062208,0.528931797938669
22.793536948754504,14.483710049348751,22.216182837741403,13.742575378886976,22.216182837741403,10.629809762947518,23.415302914460916,7.337707856377804,25.559110908713446,1.2251010787619885,11.647641815888814,0.9755463481358957,11.647641815888814,0.9299465580862707,11.647641815888814,0.722031269881664,11.647641815888814,0.539302869321796
