219,,217,,198,,181,,NPSH,,W219,,W217,,W198,,W181,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
23.992657025474017,14.243985007791979,23.415302914460916,13.493517530368834,23.415302914460916,10.35989034592749,24.589964288595706,7.0129559008176265,26.756852686494202,1.2515978389449005,12.452088543900398,1.0148905713195067,12.350829515199639,0.952304971717429,12.350829515199639,0.7332104766972432,12.350829515199639,0.5536248250413536
25.197698682819304,13.980470458294459,24.638109313683533,13.230185977086244,24.638109313683533,10.076050145414658,25.37386570643612,6.802443927710966,27.954594464274948,1.276724077049387,12.96338413326596,1.0299258811553624,12.96338413326596,0.967918946430844,12.96338413326596,0.7588513169614455,12.96338413326596,0.5629533019468127
26.396818759538817,13.70872107912514,25.83722939040305,12.949286787170482,25.83722939040305,9.752342912363764,,,29.15825101626697,1.3082460848531978,13.588439865986691,1.0470364029659107,13.588439865986691,0.9810386759823704,13.588439865986691,0.7731682841906791,13.588439865986691,0.57607303149834
27.613703578135652,13.411352229865788,27.03634946712256,12.653747900060416,27.03634946712256,9.423864706566503,,,30.355992794047726,1.3470775437419489,14.250998942670668,1.065593586970353,14.544775137049415,1.0245881965089234,14.250998942670668,0.7862880137422064,14.250998942670668,0.5854513933070358
28.818745235480943,13.094311287501583,28.23546954384207,12.338079429308179,28.23546954384207,9.070682011753858,,,31.57147889446227,1.3927616130228335,14.782296315483292,1.0853480086525007,15.194833099078975,1.037059422318361,14.782296315483292,0.8000063621325868,14.782296315483292,0.5925849344700342
30.017865312200453,12.759885704719139,29.41172573981206,12.00045141276448,29.23671013465025,8.76545957493714,,,32.76922067224302,1.4329635939900118,15.444855392167268,1.1049527756249358,15.738631586546015,1.0496803028375101,15.444855392167268,0.8162688405880925,15.444855392167268,0.6048067357632814
31.216985388919962,12.411277915279712,30.595219423213553,11.644523774727901,,,,,33.60468252958392,1.4679690120764892,16.082412239542414,1.124856852016796,16.40119066322999,1.070831501810316,16.082412239542414,0.8312841964626543,16.082412239542414,0.6150830258302573
32.41610546563948,12.038880617899537,31.794339499933063,11.27761636379559,,,,,,,16.654338234981886,1.1432943122534676,17.02624639595072,1.0875429443949614,16.654338234981886,0.8415455210586584,16.654338234981886,0.624246882555032
33.502715510469265,11.68057402906888,32.76202446719519,10.961477694435548,,,,,,,17.357525934292713,1.1633181124130996,17.63880101401704,1.1040548473666556,17.357525934292713,0.8557776839523878,17.357525934292713,0.6348873324156434
,,,,,,,,,,17.970080552359033,1.1846688509988548,18.3701162213003,1.1224623766613844,17.970080552359033,0.8707930398269497,17.970080552359033,0.6469095940959404
,,,,,,,,,,18.595136285079764,1.199235242744277,18.98267083936662,1.144062539763329,18.595136285079764,0.8840624240881914,18.595136285079764,0.6523969334520929
,,,,,,,,,,19.25769536176374,1.2219827586206895,19.60772657208735,1.1579305428634221,19.25769536176374,0.8949373329940196,19.25769536176374,0.6617254103575521
,,,,,,,,,,19.76945974292884,1.2320657446876195,20.395296795315478,1.176338072158151,19.76945974292884,0.9073524382873135,19.76945974292884,0.6684474010688382
,,,,,,,,,,20.445301253933135,1.2527118590151423,21.02035252803621,1.1912536582262376,20.45155181126034,0.9222243750650678,20.45155181126034,0.6784368529421965
,,,,,,,,,,21.08910865863549,1.2768561521822113,21.63290714610253,1.205071776423094,21.08910865863549,0.9327999745514699,21.08910865863549,0.687515905331467
,,,,,,,,,,21.66103465407496,1.2875015905331466,22.364222353385784,1.2252751622343814,21.66103465407496,0.9437746532637741,21.66103465407496,0.6879548924799597
,,,,,,,,,,22.364222353385784,1.3065376696086712,22.976776971452107,1.2351523730754552,22.364222353385784,0.9576925412671047,22.364222353385784,0.698191274624345
,,,,,,,,,,22.976776971452107,1.3256934724519658,23.60183270417284,1.2576005795324408,22.976776971452107,0.9673702124952284,22.976776971452107,0.7078190609492294
,,,,,,,,,,23.60183270417284,1.3429037640689883,24.264391780856815,1.2768561521822113,23.60183270417284,0.976549034690974,23.60183270417284,0.7121091626276757
,,,,,,,,,,24.264391780856815,1.3580687746532636,24.808190268323855,1.28508716121644,24.264391780856815,0.9816372948212244,24.264391780856815,0.7171475378546885
,,,,,,,,,,24.808190268323855,1.3712383891080293,25.458248230353416,1.2989052794132965,24.698805515097725,0.9832834966280695,24.808190268323855,0.7264760147601477
,,,,,,,,,,25.458248230353416,1.3873512128538215,26.095805077728567,1.310877656190355,25.514503246298283,1.0227923399923657,25.37788392186075,0.7165988039190738
,,,,,,,,,,26.095805077728567,1.4041624252449418,26.667731073168035,1.324541131187173,26.164561208327843,1.025536009670442,,
,,,,,,,,,,26.667731073168035,1.4163991920091616,27.37091877247886,1.3388630869067315,26.695858581140467,1.0315720829622093,,
,,,,,,,,,,27.37091877247886,1.4335945181552132,27.983473390545182,1.3509352334902651,27.37091877247886,1.0349143714791378,,
,,,,,,,,,,27.983473390545182,1.450256075836621,28.608529123265914,1.3644540422676954,27.983473390545182,1.0436442295457438,,
,,,,,,,,,,28.608529123265914,1.4596344376453168,29.339844330549173,1.377025037883608,28.608529123265914,1.0524239725155873,,
,,,,,,,,,,29.339844330549173,1.4735523256486482,29.952398948615492,1.3882491411121007,29.311716822576738,1.0598318806463922,,
,,,,,,,,,,29.952398948615492,1.4842775798447638,30.577454681336224,1.4003711725988737,,,,
,,,,,,,,,,30.577454681336224,1.5031839581718698,31.2400137580202,1.410198498536709,,,,
,,,,,,,,,,31.2400137580202,1.5215914874665986,31.771311130832817,1.4184295075709379,,,,
,,,,,,,,,,31.771311130832817,1.5265300928871355,32.433870207516804,1.4313496975095141,,,,
,,,,,,,,,,32.433870207516804,1.5386521243739084,32.949541187011405,1.4384582962208938,,,,
,,,,,,,,,,33.058925940237536,1.5490281842473603,,,,,,
,,,,,,,,,,33.64335305033142,1.5635696335411629,,,,,,
