  9.8591e-02   2.4380e+02 
  1.0889e-01   2.3357e+02 
  1.3094e-01   1.7049e+02 
  1.6200e-01   1.4777e+02 
  1.7146e-01   1.3757e+02 
  2.0913e-01   1.0943e+02 
  2.5149e-01   8.9567e+01 
  3.9601e-01   5.9157e+01 
  4.3120e-01   5.5075e+01 
  4.8994e-01   5.3526e+01 
  4.8994e-01   4.5727e+01 
  5.6463e-01   4.5083e+01 
  6.0614e-01   4.0786e+01 
  6.4153e-01   3.6899e+01 
  7.1864e-01   3.3383e+01 
  8.0503e-01   3.1528e+01 
  8.4003e-01   2.8117e+01 
  9.5445e-01   2.7327e+01 
  1.1000e+00   2.6559e+01 
  1.2498e+00   2.2369e+01 
  2.0829e+00   1.4358e+01 
  2.3666e+00   1.3368e+01 
  2.8058e+00   1.0185e+01 
  3.3742e+00   1.0334e+01 
  3.7798e+00   8.9565e+00 
  4.0577e+00   7.6519e+00 
  5.7853e+00   6.2641e+00 
  7.1574e+00   5.4295e+00 
  9.9193e+00   4.1376e+00 
  1.2805e+01   3.8527e+00 
  1.1270e+01   3.3865e+00 
  1.5182e+01   3.0208e+00 
  1.9052e+01   2.9785e+00 
  1.9324e+01   2.4727e+00 
  2.0744e+01   2.3020e+00 
  2.3907e+01   2.4732e+00 
  3.4086e+01   2.0538e+00 
  4.4003e+01   1.4779e+00 
  4.9293e+01   1.6574e+00 
  7.8728e+01   1.1929e+00 
  8.6948e+01   1.0948e+00 
  1.3308e+02   9.3564e-01 
  1.7675e+02   7.8814e-01 
  2.3810e+02   7.1317e-01 
  2.8230e+02   6.0935e-01 
  4.7720e+02   5.6752e-01 
  5.9037e+02   6.0975e-01 
  6.2485e+02   5.2093e-01 
  7.9529e+02   4.8505e-01 
  9.9798e+02   4.0275e-01 
  1.1022e+03   3.6438e-01 
  1.8898e+03   3.8604e-01 
  1.8898e+03   3.9161e-01 
  2.1169e+03   4.4551e-01 
  2.1779e+03   3.4927e-01 
  2.5821e+03   3.8615e-01 
  2.9338e+03   3.8619e-01 
  3.4293e+03   3.6475e-01 
  3.8964e+03   4.0324e-01 
  4.3648e+03   3.5964e-01 
  4.8895e+03   3.8087e-01 
  5.5554e+03   4.0918e-01 
  6.0491e+03   3.8644e-01 
  7.4838e+03   3.9209e-01 
  7.5907e+03   4.5244e-01 
  9.9394e+03   3.9784e-01 
  1.3389e+04   4.0368e-01 
  1.6332e+04   4.0958e-01 
  1.8556e+04   4.4002e-01 
  2.1385e+04   4.1558e-01 
  2.6084e+04   4.2165e-01 
  2.8002e+04   5.0072e-01 
  3.0926e+04   4.5301e-01 
  4.3471e+04   4.4670e-01 
  5.6120e+04   4.7314e-01 
  6.2866e+04   5.0830e-01 
  7.8887e+04   5.0840e-01 
  1.0856e+05   4.2522e-01 
  1.3335e+05   4.2226e-01 
  1.5368e+05   4.1631e-01 
  1.7964e+05   4.1045e-01 
  2.1603e+05   3.7673e-01 
  2.4199e+05   3.5579e-01 
  2.5978e+05   2.9965e-01 
  2.5612e+05   2.5967e-01 
  2.7108e+05   2.2185e-01 
  2.7888e+05   1.9503e-01 
  2.7495e+05   1.6661e-01 
  2.8691e+05   1.4859e-01 
  3.1241e+05   9.9522e-02 
  3.3065e+05   9.5342e-02 
  3.4996e+05   9.0040e-02 
  3.8650e+05   8.7506e-02 
  4.3914e+05   8.6272e-02 
